LAST SEEN   TYPE      REASON                            OBJECT                                             MESSAGE
10s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
10s         Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
9s          Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
9s          Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
9s          Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
9s          Warning   PolicyViolation                   pod/e2e-dev-job-invalid-dtjqh                      policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m1s        Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
2m1s        Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
2m1s        Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m1s        Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m1s        Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-app-label/ fail: Add metadata.labels.app.kubernetes.io/name with a meaningful application name.
2m1s        Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
2m1s        Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
2m1s        Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
2m1s        Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
5s          Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
6s          Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
93s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-owner-label/ fail: Add metadata.labels.policies.ksp.io/owner with the accountable team slug.
93s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
92s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
92s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
92s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
92s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
92s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
92s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
92s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-app-label/ fail: Add metadata.labels.app.kubernetes.io/name with a meaningful application name.
64s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
64s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
64s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
64s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-app-label/ fail: Add metadata.labels.app.kubernetes.io/name with a meaningful application name.
117s        Warning   PolicyViolation                   cronjob/e2e-dev-cronjob-invalid                    policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
64s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
63s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
63s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
63s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
24s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
24s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
24s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
24s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
24s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
24s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-app-label/ fail: Add metadata.labels.app.kubernetes.io/name with a meaningful application name.
2m          Warning   PolicyViolation                   deployment/e2e-dev-deployment-invalid              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
23s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
23s         Warning   PolicyViolation                   job/e2e-dev-job-invalid                            policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
114s        Normal    Scheduled                         pod/e2e-dev-job-valid-q5fqb                        Successfully assigned ksp-dev/e2e-dev-job-valid-q5fqb to worker-node-1
35s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
35s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
35s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
36s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
36s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
36s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
36s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
2m19s       Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
2m19s       Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
2m19s       Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
2m19s       Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m19s       Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m19s       Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
2m19s       Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
2m19s       Normal    Scheduled                         pod/e2e-dev-pod-invalid                            Successfully assigned ksp-dev/e2e-dev-pod-invalid to worker-node-1
68s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
68s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
68s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
69s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m5s        Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
2m5s        Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m5s        Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
2m4s        Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
2m4s        Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
2m4s        Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m4s        Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
97s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
97s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
97s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
96s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
96s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
96s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
96s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
67s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
67s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
67s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
67s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
67s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
67s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
66s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
33s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
33s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
33s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
33s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
33s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
33s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
33s         Warning   PolicyViolation                   pod/e2e-dev-pod-invalid                            policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m15s       Normal    Scheduled                         pod/e2e-dev-pod-valid                              Successfully assigned ksp-dev/e2e-dev-pod-valid to worker-node-2
69s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
69s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
69s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
98s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
98s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
98s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
2m10s       Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
2m10s       Normal    Scheduled                         pod/e2e-dev-statefulset-invalid-0                  Successfully assigned ksp-dev/e2e-dev-statefulset-invalid-0 to worker-node-1
2m10s       Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m10s       Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
2m10s       Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
2m10s       Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
2m10s       Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
2m10s       Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
99s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
99s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy disallow-latest-tag/ fail: Use an explicit version tag or sha256 digest; latest and untagged images are prohibited.
99s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
99s         Warning   PolicyViolation                   pod/e2e-dev-statefulset-invalid-0                  policy require-seccomp/ fail: Use seccompProfile.type RuntimeDefault or Localhost; a container override must be independently compliant.
2m18s       Normal    Pulling                           pod/e2e-dev-pod-invalid                            Pulling image "nginx:latest"
2m17s       Normal    Pulled                            pod/e2e-dev-pod-invalid                            Successfully pulled image "nginx:latest" in 1.493s (1.493s including waiting). Image size: 66343926 bytes.
2m17s       Normal    Created                           pod/e2e-dev-pod-invalid                            Container created
2m16s       Normal    Started                           pod/e2e-dev-pod-invalid                            Container started
2m15s       Normal    SuccessfulCreate                  replicaset/e2e-dev-deployment-invalid-698dbd4fd5   Created pod: e2e-dev-deployment-invalid-698dbd4fd5-9n2t7
2m15s       Normal    ScalingReplicaSet                 deployment/e2e-dev-deployment-invalid              Scaled up replica set e2e-dev-deployment-invalid-698dbd4fd5 from 0 to 1
2m14s       Normal    Pulling                           pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    Pulling image "nginx:latest"
2m12s       Normal    Started                           pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    Container started
2m12s       Normal    Created                           pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    Container created
2m12s       Normal    Pulled                            pod/e2e-dev-deployment-invalid-698dbd4fd5-9n2t7    Successfully pulled image "nginx:latest" in 1.353s (1.393s including waiting). Image size: 66343926 bytes.
2m11s       Normal    ScalingReplicaSet                 deployment/e2e-dev-deployment-valid                Scaled up replica set e2e-dev-deployment-valid-7bf54f7d8 from 0 to 1
2m10s       Normal    SuccessfulCreate                  statefulset/e2e-dev-statefulset-invalid            Create Pod e2e-dev-statefulset-invalid-0 in StatefulSet e2e-dev-statefulset-invalid successful
2m10s       Normal    Pulling                           pod/e2e-dev-statefulset-invalid-0                  Pulling image "nginx:latest"
2m8s        Normal    Started                           pod/e2e-dev-statefulset-invalid-0                  Container started
2m8s        Normal    Pulled                            pod/e2e-dev-statefulset-invalid-0                  Successfully pulled image "nginx:latest" in 1.381s (1.381s including waiting). Image size: 66343926 bytes.
2m8s        Normal    Created                           pod/e2e-dev-statefulset-invalid-0                  Container created
2m6s        Normal    SuccessfulCreate                  replicaset/e2e-dev-deployment-valid-7bf54f7d8      Created pod: e2e-dev-deployment-valid-7bf54f7d8-2hvhf
2m5s        Normal    SuccessfulCreate                  daemonset/e2e-dev-daemonset-invalid                Created pod: e2e-dev-daemonset-invalid-mjtjl
2m5s        Normal    SuccessfulCreate                  daemonset/e2e-dev-daemonset-invalid                Created pod: e2e-dev-daemonset-invalid-4g6nm
2m4s        Normal    Pulling                           pod/e2e-dev-daemonset-invalid-4g6nm                Pulling image "nginx:latest"
2m4s        Normal    Pulling                           pod/e2e-dev-daemonset-invalid-mjtjl                Pulling image "nginx:latest"
2m3s        Normal    Created                           pod/e2e-dev-daemonset-invalid-4g6nm                Container created
2m3s        Normal    Pulled                            pod/e2e-dev-daemonset-invalid-4g6nm                Successfully pulled image "nginx:latest" in 1.346s (1.346s including waiting). Image size: 66343926 bytes.
2m3s        Normal    Started                           pod/e2e-dev-daemonset-invalid-4g6nm                Container started
2m3s        Normal    Pulled                            pod/e2e-dev-daemonset-invalid-mjtjl                Successfully pulled image "nginx:latest" in 1.364s (1.364s including waiting). Image size: 66343926 bytes.
2m3s        Normal    Created                           pod/e2e-dev-daemonset-invalid-mjtjl                Container created
2m3s        Normal    Started                           pod/e2e-dev-daemonset-invalid-mjtjl                Container started
2m2s        Normal    SuccessfulCreate                  statefulset/e2e-dev-statefulset-valid              Create Pod e2e-dev-statefulset-valid-0 in StatefulSet e2e-dev-statefulset-valid successful
2m1s        Normal    SuccessfulCreate                  job/e2e-dev-job-invalid                            Created pod: e2e-dev-job-invalid-dtjqh
2m          Normal    Pulling                           pod/e2e-dev-job-invalid-dtjqh                      Pulling image "nginx:latest"
119s        Normal    Started                           pod/e2e-dev-job-invalid-dtjqh                      Container started
119s        Normal    Created                           pod/e2e-dev-job-invalid-dtjqh                      Container created
119s        Normal    Pulled                            pod/e2e-dev-job-invalid-dtjqh                      Successfully pulled image "nginx:latest" in 1.367s (1.367s including waiting). Image size: 66343926 bytes.
118s        Normal    SuccessfulCreate                  daemonset/e2e-dev-daemonset-valid                  Created pod: e2e-dev-daemonset-valid-f8vzg
116s        Normal    Completed                         job/e2e-dev-job-invalid                            Job completed
114s        Normal    SuccessfulCreate                  daemonset/e2e-dev-daemonset-valid                  Created pod: e2e-dev-daemonset-valid-4jx5m
114s        Normal    SuccessfulCreate                  job/e2e-dev-job-valid                              Created pod: e2e-dev-job-valid-q5fqb
47s         Warning   Failed                            pod/e2e-dev-pod-valid                              Error: ErrImagePull
47s         Warning   Failed                            pod/e2e-dev-pod-valid                              Failed to pull image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to pull and unpack image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to resolve image: pull access denied, repository does not exist or may require authorization: authorization failed: no basic auth credentials
47s         Normal    Pulling                           pod/e2e-dev-pod-valid                              Pulling image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f"
45s         Warning   Failed                            pod/e2e-dev-statefulset-valid-0                    Error: ImagePullBackOff
45s         Warning   Failed                            pod/e2e-dev-deployment-valid-7bf54f7d8-2hvhf       Error: ImagePullBackOff
35s         Warning   Failed                            pod/e2e-dev-job-valid-q5fqb                        Error: ImagePullBackOff
34s         Warning   Failed                            pod/e2e-dev-daemonset-valid-4jx5m                  Error: ImagePullBackOff
33s         Warning   Failed                            pod/e2e-dev-pod-valid                              Error: ImagePullBackOff
32s         Normal    Pulling                           pod/e2e-dev-statefulset-valid-0                    Pulling image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f"
32s         Warning   Failed                            pod/e2e-dev-daemonset-valid-f8vzg                  Error: ErrImagePull
32s         Warning   Failed                            pod/e2e-dev-daemonset-valid-f8vzg                  Failed to pull image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to pull and unpack image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to resolve image: pull access denied, repository does not exist or may require authorization: authorization failed: no basic auth credentials
32s         Normal    Pulling                           pod/e2e-dev-daemonset-valid-f8vzg                  Pulling image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f"
32s         Warning   Failed                            pod/e2e-dev-statefulset-valid-0                    Failed to pull image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to pull and unpack image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to resolve image: pull access denied, repository does not exist or may require authorization: authorization failed: no basic auth credentials
32s         Warning   Failed                            pod/e2e-dev-statefulset-valid-0                    Error: ErrImagePull
31s         Warning   Failed                            pod/e2e-dev-deployment-valid-7bf54f7d8-2hvhf       Error: ErrImagePull
31s         Normal    Pulling                           pod/e2e-dev-deployment-valid-7bf54f7d8-2hvhf       Pulling image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f"
31s         Warning   Failed                            pod/e2e-dev-deployment-valid-7bf54f7d8-2hvhf       Failed to pull image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to pull and unpack image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to resolve image: pull access denied, repository does not exist or may require authorization: authorization failed: no basic auth credentials
23s         Warning   Failed                            pod/e2e-dev-job-valid-q5fqb                        Error: ErrImagePull
23s         Warning   Failed                            pod/e2e-dev-job-valid-q5fqb                        Failed to pull image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to pull and unpack image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to resolve image: failed to do request: Head "https://harbor-public:30003/v2/ksp-test/signed/manifests/sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": dial tcp: lookup harbor-public on 115.84.177.20:53: no such host
23s         Normal    Pulling                           pod/e2e-dev-job-valid-q5fqb                        Pulling image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f"
21s         Warning   FailedToRetrieveImagePullSecret   pod/e2e-dev-statefulset-valid-0                    Unable to retrieve some image pull secrets (harbor-registry-credentials); attempting to pull the image may not succeed.
20s         Normal    Pulling                           pod/e2e-dev-daemonset-valid-4jx5m                  Pulling image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f"
20s         Warning   Failed                            pod/e2e-dev-daemonset-valid-4jx5m                  Failed to pull image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to pull and unpack image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": failed to resolve image: failed to do request: Head "https://harbor-public:30003/v2/ksp-test/signed/manifests/sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f": dial tcp: lookup harbor-public on 115.84.177.20:53: no such host
20s         Warning   Failed                            pod/e2e-dev-daemonset-valid-4jx5m                  Error: ErrImagePull
20s         Warning   FailedToRetrieveImagePullSecret   pod/e2e-dev-deployment-valid-7bf54f7d8-2hvhf       Unable to retrieve some image pull secrets (harbor-registry-credentials); attempting to pull the image may not succeed.
18s         Warning   Failed                            pod/e2e-dev-daemonset-valid-f8vzg                  Error: ImagePullBackOff
18s         Warning   FailedToRetrieveImagePullSecret   pod/e2e-dev-pod-valid                              Unable to retrieve some image pull secrets (harbor-registry-credentials); attempting to pull the image may not succeed.
10s         Normal    BackOff                           pod/e2e-dev-statefulset-valid-0                    Back-off pulling image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f"
9s          Warning   FailedToRetrieveImagePullSecret   pod/e2e-dev-job-valid-q5fqb                        Unable to retrieve some image pull secrets (harbor-registry-credentials); attempting to pull the image may not succeed.
9s          Normal    BackOff                           pod/e2e-dev-job-valid-q5fqb                        Back-off pulling image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f"
7s          Normal    BackOff                           pod/e2e-dev-daemonset-valid-4jx5m                  Back-off pulling image "harbor-public:30003/ksp-test/signed@sha256:b7f3d86d6e84fc17718c48bcde1450807faa2d56704205c697b4bd5df7b9e29f"
7s          Warning   FailedToRetrieveImagePullSecret   pod/e2e-dev-daemonset-valid-4jx5m                  Unable to retrieve some image pull secrets (harbor-registry-credentials); attempting to pull the image may not succeed.
