NAMESPACE            LAST SEEN   TYPE      REASON               OBJECT                                                             MESSAGE
harbor               32m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               32m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               32m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               32m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               32m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               32m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               32m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               32m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               32m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               32m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               31m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               31m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               31m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               31m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               31m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               31m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               31m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               31m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               31m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               31m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               30m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               29m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               29m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               29m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               29m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               29m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               29m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               29m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               29m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               29m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               29m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               28m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               28m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               28m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               28m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               28m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               28m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               28m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               28m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               28m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               28m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               27m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               27m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               27m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               27m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               27m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               27m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               27m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               27m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               27m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               27m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               26m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               26m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               26m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               26m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               26m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               26m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               26m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               26m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               26m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               26m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               25m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               24m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               23m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               23m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               23m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               23m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               23m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               23m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               23m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               23m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               23m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               23m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               22m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               22m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               22m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               22m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               22m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               22m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               22m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               22m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               22m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               22m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               21m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               21m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               21m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               21m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               21m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               21m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               21m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               21m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               21m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               21m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               20m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               20m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               20m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               20m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               20m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               20m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               20m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               20m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               20m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               20m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               19m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               18m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               18m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               18m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               18m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               18m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               18m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               18m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               18m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               18m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               18m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               17m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               17m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               17m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               17m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               17m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               16m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               16m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               16m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               16m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               16m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               14m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               14m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               14m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               14m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               14m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               13m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               13m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               13m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               13m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               13m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               13m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               13m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               13m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
harbor               13m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-request/ fail: Set resources.requests.memory on every regular and init container.
harbor               13m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-limit/ fail: Set resources.limits.cpu on every regular and init container.
harbor               12m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-cpu-request/ fail: Set resources.requests.cpu on every regular and init container.
harbor               12m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-image-digest/ fail: Reference every image as image@sha256:<64-hex-digest>.
harbor               12m         Warning   PolicyViolation      pod/harbor-database-0                                              policy require-memory-limit/ fail: Set resources.limits.memory on every regular and init container.
